,service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,ObjectId
158620,2019/05/06 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27720.0,28568.0,,158621
158678,2019/05/06 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,107549.0,118583.0,,158679
158679,2019/05/06 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,92911.0,102908.0,,158680
158680,2019/05/06 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,91966.0,95888.0,,158681
158681,2019/05/06 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,77815.0,80237.0,,158682
158682,2019/05/06 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20878.0,26057.0,,158683
158683,2019/05/06 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15583.0,20051.0,,158684
158684,2019/05/06 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15175.0,19383.0,,158685
158685,2019/05/06 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12566.0,15507.0,,158686
158686,2019/05/06 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14668.0,18082.0,,158687
158687,2019/05/06 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12150.0,14405.0,,158688
158688,2019/05/06 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6603.0,8210.0,,158689
158689,2019/05/06 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4351.0,5083.0,,158690
158847,2019/05/05 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,61324.0,65153.0,,158848
158848,2019/05/05 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,42059.0,43489.0,,158849
158849,2019/05/05 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,18324.0,20702.0,,158850
158850,2019/05/05 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13806.0,16228.0,,158851
158851,2019/05/05 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14618.0,17017.0,,158852
158852,2019/05/05 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7129.0,8579.0,,158853
158881,2019/05/05 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,32760.0,34042.0,,158882
159126,2019/05/04 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,71411.0,88051.0,,159127
159127,2019/05/04 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,65834.0,68536.0,,159128
159128,2019/05/04 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,28067.0,33897.0,,159129
159129,2019/05/04 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,2880.0,4536.0,,159130
159130,2019/05/04 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,3200.0,4552.0,,159131
159131,2019/05/04 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15423.0,20983.0,,159132
159156,2019/05/04 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,43679.0,44858.0,,159157
159287,2019/05/03 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,111109.0,120647.0,,159288
159288,2019/05/03 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99079.0,106868.0,,159289
159289,2019/05/03 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,88842.0,96305.0,,159290
159290,2019/05/03 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,72470.0,76664.0,,159291
159291,2019/05/03 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22654.0,26643.0,,159292
159292,2019/05/03 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17829.0,20270.0,,159293
159293,2019/05/03 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14323.0,18755.0,,159294
159294,2019/05/03 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12179.0,15262.0,,159295
159295,2019/05/03 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15344.0,18339.0,,159296
159296,2019/05/03 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11516.0,13216.0,,159297
159297,2019/05/03 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6845.0,8542.0,,159298
159298,2019/05/03 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4131.0,5149.0,,159299
159475,2019/05/03 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40779.0,42813.0,,159476
159476,2019/05/03 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28242.0,28617.0,,159477
159601,2019/05/02 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,108890.0,118564.0,,159602
159602,2019/05/02 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,102145.0,108400.0,,159603
159603,2019/05/02 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,89023.0,95306.0,,159604
159604,2019/05/02 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,74602.0,79545.0,,159605
159605,2019/05/02 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22495.0,26314.0,,159606
159606,2019/05/02 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17166.0,20069.0,,159607
159607,2019/05/02 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15959.0,20515.0,,159608
159608,2019/05/02 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11996.0,15175.0,,159609
159609,2019/05/02 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15948.0,18811.0,,159610
159610,2019/05/02 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12041.0,14052.0,,159611
159611,2019/05/02 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6630.0,8103.0,,159612
159612,2019/05/02 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4156.0,5183.0,,159613
159645,2019/05/02 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41297.0,43093.0,,159646
159646,2019/05/02 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27398.0,28651.0,,159647
159678,2019/05/01 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,72990.0,80086.0,,159679
159679,2019/05/01 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17497.0,19871.0,,159680
159680,2019/05/01 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,24132.0,27873.0,,159681
159681,2019/05/01 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14214.0,17824.0,,159682
159682,2019/05/01 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10985.0,14541.0,,159683
159683,2019/05/01 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15104.0,18141.0,,159684
159684,2019/05/01 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11195.0,13964.0,,159685
159685,2019/05/01 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7191.0,8575.0,,159686
159686,2019/05/01 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4126.0,5164.0,,159687
160193,2019/04/30 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,106825.0,118397.0,,160194
160194,2019/04/30 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,95653.0,106281.0,,160195
160195,2019/04/30 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,89309.0,96083.0,,160196
160196,2019/04/30 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,73597.0,79748.0,,160197
160197,2019/04/30 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23804.0,27363.0,,160198
160198,2019/04/30 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17906.0,20169.0,,160199
160199,2019/04/30 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15439.0,19217.0,,160200
160200,2019/04/30 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12065.0,14926.0,,160201
160201,2019/04/30 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15612.0,18312.0,,160202
160202,2019/04/30 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10754.0,12799.0,,160203
160203,2019/04/30 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7119.0,8775.0,,160204
160204,2019/04/30 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4138.0,5103.0,,160205
160280,2019/04/30 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41370.0,42949.0,,160281
160281,2019/04/30 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28343.0,28698.0,,160282
160358,2019/05/01 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39911.0,43264.0,,160359
160359,2019/05/01 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27864.0,28346.0,,160360
160758,2019/04/29 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,111124.0,119714.0,,160759
160759,2019/04/29 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99831.0,107985.0,,160760
160760,2019/04/29 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,89989.0,96607.0,,160761
160761,2019/04/29 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,75436.0,79762.0,,160762
160762,2019/04/29 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23681.0,27474.0,,160763
160763,2019/04/29 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17566.0,20225.0,,160764
160764,2019/04/29 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16054.0,19909.0,,160765
160765,2019/04/29 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12188.0,15315.0,,160766
160766,2019/04/29 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15714.0,18488.0,,160767
160767,2019/04/29 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11388.0,13135.0,,160768
160768,2019/04/29 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7013.0,8441.0,,160769
160769,2019/04/29 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4094.0,5297.0,,160770
160798,2019/04/29 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,42417.0,43424.0,,160799
160799,2019/04/29 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27512.0,28647.0,,160800
160809,2019/04/28 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,33807.0,34245.0,,160810
161130,2019/04/28 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,36988.0,45408.0,,161131
161131,2019/04/28 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,43755.0,48054.0,,161132
161132,2019/04/28 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,18297.0,20603.0,,161133
161133,2019/04/28 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11897.0,14448.0,,161134
161134,2019/04/28 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15223.0,18272.0,,161135
161135,2019/04/28 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6990.0,8914.0,,161136
161259,2019/04/26 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,38687.0,42506.0,,161260
161260,2019/04/26 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27588.0,28225.0,,161261
161411,2019/04/27 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,46497.0,62768.0,,161412
161412,2019/04/27 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,64145.0,67962.0,,161413
161413,2019/04/27 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,27693.0,31685.0,,161414
161414,2019/04/27 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17869.0,22285.0,,161415
161415,2019/04/27 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20359.0,24485.0,,161416
161416,2019/04/27 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8849.0,10922.0,,161417
161443,2019/04/27 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,44042.0,44942.0,,161444
161466,2019/04/26 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,113224.0,122340.0,,161467
161467,2019/04/26 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,103140.0,109130.0,,161468
161468,2019/04/26 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,86414.0,92571.0,,161469
161469,2019/04/26 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,77250.0,80198.0,,161470
161470,2019/04/26 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22328.0,26885.0,,161471
161471,2019/04/26 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17508.0,20712.0,,161472
161472,2019/04/26 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15255.0,19301.0,,161473
161473,2019/04/26 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12176.0,14965.0,,161474
161474,2019/04/26 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14723.0,17844.0,,161475
161475,2019/04/26 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11193.0,13775.0,,161476
161476,2019/04/26 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6646.0,8201.0,,161477
161477,2019/04/26 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4022.0,4853.0,,161478
161625,2019/04/25 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41544.0,42664.0,,161626
161626,2019/04/25 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28114.0,28607.0,,161627
161740,2019/04/25 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,112028.0,121598.0,,161741
161741,2019/04/25 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99456.0,107186.0,,161742
161742,2019/04/25 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,92133.0,96243.0,,161743
161743,2019/04/25 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,76488.0,80433.0,,161744
161744,2019/04/25 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23377.0,27452.0,,161745
161745,2019/04/25 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17295.0,20900.0,,161746
161746,2019/04/25 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16187.0,19589.0,,161747
161747,2019/04/25 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11845.0,15747.0,,161748
161748,2019/04/25 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15399.0,18744.0,,161749
161749,2019/04/25 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11305.0,13580.0,,161750
161750,2019/04/25 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7507.0,8911.0,,161751
161751,2019/04/25 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4391.0,5063.0,,161752
162256,2019/04/24 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,112249.0,121829.0,,162257
162257,2019/04/24 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,102727.0,110134.0,,162258
162258,2019/04/24 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,91909.0,96777.0,,162259
162259,2019/04/24 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,76166.0,79075.0,,162260
162260,2019/04/24 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22690.0,26643.0,,162261
162261,2019/04/24 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16033.0,19535.0,,162262
162262,2019/04/24 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15961.0,20090.0,,162263
162263,2019/04/24 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12321.0,15801.0,,162264
162264,2019/04/24 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15180.0,18540.0,,162265
162265,2019/04/24 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11180.0,14362.0,,162266
162266,2019/04/24 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6836.0,8157.0,,162267
162267,2019/04/24 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4423.0,5256.0,,162268
162296,2019/04/24 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41207.0,43503.0,,162297
162297,2019/04/24 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27810.0,28486.0,,162298
162521,2019/04/23 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40454.0,43047.0,,162522
162522,2019/04/23 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28082.0,28694.0,,162523
162676,2019/04/23 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,111765.0,120500.0,,162677
162677,2019/04/23 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,100259.0,108420.0,,162678
162678,2019/04/23 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,88671.0,96088.0,,162679
162679,2019/04/23 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,74005.0,79654.0,,162680
162680,2019/04/23 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21677.0,26794.0,,162681
162681,2019/04/23 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15941.0,18989.0,,162682
162682,2019/04/23 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14129.0,19102.0,,162683
162683,2019/04/23 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11875.0,15014.0,,162684
162684,2019/04/23 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15277.0,18311.0,,162685
162685,2019/04/23 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10796.0,13232.0,,162686
162686,2019/04/23 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6988.0,8597.0,,162687
162687,2019/04/23 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3985.0,5020.0,,162688
162845,2019/04/22 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14550.0,18783.0,,162846
162950,2019/04/22 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,111028.0,123245.0,,162951
162951,2019/04/22 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99323.0,108468.0,,162952
162952,2019/04/22 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,87750.0,95061.0,,162953
162953,2019/04/22 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,75148.0,79238.0,,162954
162954,2019/04/22 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21618.0,26535.0,,162955
162955,2019/04/22 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15962.0,19436.0,,162956
163102,2019/04/22 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11595.0,15408.0,,163103
163103,2019/04/22 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15727.0,19239.0,,163104
163104,2019/04/22 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11370.0,13904.0,,163105
163105,2019/04/22 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6716.0,8247.0,,163106
163106,2019/04/22 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4362.0,5279.0,,163107
163135,2019/04/22 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41622.0,43364.0,,163136
163136,2019/04/22 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27766.0,28529.0,,163137
163219,2019/04/19 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,106635.0,119908.0,,163220
163305,2019/04/19 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99464.0,107201.0,,163306
163307,2019/04/19 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,85715.0,91315.0,,163308
163308,2019/04/19 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,76753.0,79699.0,,163309
163309,2019/04/19 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21146.0,26310.0,,163310
163310,2019/04/19 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16964.0,20565.0,,163311
163311,2019/04/19 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14152.0,18829.0,,163312
163312,2019/04/19 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12764.0,15879.0,,163313
