,service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,ObjectId
226050,2018/09/24 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,7061.0,8647.0,,226051
226105,2018/09/24 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,37603.0,39064.0,,226106
226156,2018/09/24 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,26502.0,27350.0,,226157
226505,2018/09/23 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,31017.0,31741.0,,226506
226671,2018/09/22 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,64422.0,71030.0,,226672
226675,2018/09/22 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,25366.0,37464.0,,226676
226679,2018/09/22 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,25374.0,31235.0,,226680
226680,2018/09/22 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16608.0,20387.0,,226681
226681,2018/09/22 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,19237.0,24462.0,,226682
226682,2018/09/22 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13118.0,16282.0,,226683
226709,2018/09/22 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,37298.0,38427.0,,226710
226790,2018/09/23 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,47047.0,51483.0,,226791
226791,2018/09/23 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,19502.0,25139.0,,226792
226792,2018/09/23 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16829.0,20319.0,,226793
226793,2018/09/23 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12612.0,15159.0,,226794
226794,2018/09/23 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13680.0,17052.0,,226795
226795,2018/09/23 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9954.0,12543.0,,226796
227019,2018/09/21 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,104928.0,117995.0,,227020
227020,2018/09/21 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99895.0,108574.0,,227021
227021,2018/09/21 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,82270.0,92541.0,,227022
227022,2018/09/21 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,72077.0,78428.0,,227023
227023,2018/09/21 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21735.0,26532.0,,227024
227024,2018/09/21 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16293.0,19475.0,,227025
227025,2018/09/21 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15873.0,19105.0,,227026
227026,2018/09/21 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13258.0,15876.0,,227027
227027,2018/09/21 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14068.0,17859.0,,227028
227028,2018/09/21 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9139.0,11805.0,,227029
227029,2018/09/21 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9919.0,12427.0,,227030
227030,2018/09/21 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6444.0,8157.0,,227031
227054,2018/09/21 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,37556.0,40752.0,,227055
227055,2018/09/21 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,26845.0,27615.0,,227056
227235,2018/09/20 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22056.0,27030.0,,227236
227241,2018/09/20 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15236.0,19508.0,,227242
227242,2018/09/20 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16150.0,19817.0,,227243
227243,2018/09/20 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12443.0,14950.0,,227244
227244,2018/09/20 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14219.0,18202.0,,227245
227245,2018/09/20 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9471.0,12267.0,,227246
227246,2018/09/20 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10654.0,13588.0,,227247
227247,2018/09/20 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6762.0,8220.0,,227248
227276,2018/09/20 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,36246.0,38514.0,,227277
227277,2018/09/20 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,22743.0,23966.0,,227278
227596,2018/09/20 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,103674.0,113283.0,,227597
227597,2018/09/20 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,84078.0,90552.0,,227598
227598,2018/09/20 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,81345.0,88192.0,,227599
227599,2018/09/20 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,63746.0,69225.0,,227600
227661,2018/09/19 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,30412.0,32882.0,,227662
227662,2018/09/19 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,26618.0,27704.0,,227663
227903,2018/09/19 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,91910.0,99570.0,,227904
227905,2018/09/19 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,97459.0,104602.0,,227906
227907,2018/09/19 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,70004.0,77301.0,,227908
227910,2018/09/19 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,69501.0,76057.0,,227911
227912,2018/09/19 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21247.0,26728.0,,227913
227914,2018/09/19 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16386.0,19742.0,,227915
227917,2018/09/19 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15526.0,19247.0,,227918
227920,2018/09/19 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12259.0,15038.0,,227921
227923,2018/09/19 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14508.0,18615.0,,227924
227926,2018/09/19 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10586.0,12901.0,,227927
227929,2018/09/19 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,9544.0,12659.0,,227930
227956,2018/09/19 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6560.0,8550.0,,227957
228132,2018/09/18 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10812.0,13396.0,,228133
228166,2018/09/18 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,6925.0,8502.0,,228167
228210,2018/09/18 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,96546.0,106413.0,,228211
228211,2018/09/18 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,97971.0,108373.0,,228212
228212,2018/09/18 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,74764.0,83414.0,,228213
228213,2018/09/18 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,72217.0,81009.0,,228214
228214,2018/09/18 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21807.0,26485.0,,228215
228215,2018/09/18 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15475.0,19318.0,,228216
228216,2018/09/18 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16041.0,19346.0,,228217
228217,2018/09/18 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12914.0,15151.0,,228218
228218,2018/09/18 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14709.0,18215.0,,228219
228219,2018/09/18 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10786.0,13251.0,,228220
228313,2018/09/18 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,35785.0,37750.0,,228314
228314,2018/09/18 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27654.0,28542.0,,228315
228413,2018/09/17 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,37883.0,40590.0,,228414
228421,2018/09/17 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,26805.0,28649.0,,228422
228490,2018/09/16 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,50609.0,54922.0,,228491
228491,2018/09/16 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,26731.0,33393.0,,228492
228492,2018/09/16 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16546.0,19879.0,,228493
228493,2018/09/16 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11889.0,14686.0,,228494
228494,2018/09/16 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12949.0,16021.0,,228495
228495,2018/09/16 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11069.0,13551.0,,228496
228542,2018/09/17 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,99959.0,112790.0,,228543
228549,2018/09/17 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,94333.0,106655.0,,228550
228627,2018/09/17 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,83022.0,90481.0,,228628
228634,2018/09/17 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,71998.0,79513.0,,228635
228639,2018/09/17 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20872.0,25423.0,,228640
228644,2018/09/17 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,14872.0,18326.0,,228645
228649,2018/09/17 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15569.0,19509.0,,228650
228681,2018/09/17 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11745.0,14810.0,,228682
228685,2018/09/17 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13917.0,16728.0,,228686
228689,2018/09/17 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9550.0,11975.0,,228690
228720,2018/09/17 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11208.0,13189.0,,228721
228722,2018/09/17 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,7071.0,8872.0,,228723
228914,2018/09/14 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39332.0,41691.0,,228915
228921,2018/09/14 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,23844.0,25311.0,,228922
228929,2018/09/15 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,65656.0,73986.0,,228930
228936,2018/09/15 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,34214.0,47577.0,,228937
228937,2018/09/15 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,25436.0,30223.0,,228938
228938,2018/09/15 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,18206.0,21507.0,,228939
228939,2018/09/15 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,18431.0,22899.0,,228940
228940,2018/09/15 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13517.0,15786.0,,228941
228967,2018/09/15 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,38483.0,39941.0,,228968
228982,2018/09/16 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,31269.0,33013.0,,228983
229062,2018/09/14 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,110372.0,122971.0,,229063
229065,2018/09/14 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99192.0,110004.0,,229066
229068,2018/09/14 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,66752.0,76511.0,,229069
229072,2018/09/14 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,82729.0,93524.0,,229073
229077,2018/09/14 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22088.0,27127.0,,229078
229082,2018/09/14 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15473.0,19232.0,,229083
229087,2018/09/14 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16511.0,19705.0,,229088
229092,2018/09/14 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11140.0,14061.0,,229093
229097,2018/09/14 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14369.0,17561.0,,229098
229121,2018/09/14 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10700.0,13599.0,,229122
229124,2018/09/14 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11302.0,13581.0,,229125
229128,2018/09/14 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,7269.0,9164.0,,229129
229244,2018/09/13 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10926.0,13291.0,,229245
229256,2018/09/13 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,106583.0,116082.0,,229257
229257,2018/09/13 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,96164.0,103486.0,,229258
229258,2018/09/13 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,85631.0,91211.0,,229259
229259,2018/09/13 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,70538.0,75685.0,,229260
229260,2018/09/13 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21762.0,25968.0,,229261
229261,2018/09/13 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15872.0,19089.0,,229262
229262,2018/09/13 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16340.0,19037.0,,229263
229263,2018/09/13 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13064.0,15302.0,,229264
229264,2018/09/13 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15499.0,18912.0,,229265
229274,2018/09/13 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10802.0,13121.0,,229275
229277,2018/09/13 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,7060.0,9085.0,,229278
229466,2018/09/13 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,37721.0,40732.0,,229467
229467,2018/09/13 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,26803.0,27661.0,,229468
229604,2018/09/12 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,35332.0,38020.0,,229605
229606,2018/09/12 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,21500.0,22418.0,,229607
229829,2018/09/12 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,109181.0,119411.0,,229830
229834,2018/09/12 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,87093.0,92760.0,,229835
229839,2018/09/12 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,85032.0,93725.0,,229840
229844,2018/09/12 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,59783.0,65431.0,,229845
229849,2018/09/12 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,28692.0,34535.0,,229850
229854,2018/09/12 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18465.0,23009.0,,229855
229890,2018/09/12 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,24482.0,29543.0,,229891
229892,2018/09/12 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16464.0,19748.0,,229893
229894,2018/09/12 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22719.0,27164.0,,229895
229896,2018/09/12 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13888.0,16866.0,,229897
229900,2018/09/12 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17740.0,22033.0,,229901
229904,2018/09/12 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,8952.0,11805.0,,229905
230324,2018/09/11 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,34881.0,36300.0,,230325
230349,2018/09/11 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,20045.0,20569.0,,230350
230370,2018/09/11 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,89489.0,97540.0,,230371
230371,2018/09/11 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,74909.0,80473.0,,230372
230372,2018/09/11 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,58192.0,62876.0,,230373
230373,2018/09/11 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,41999.0,48150.0,,230374
230374,2018/09/11 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,28462.0,36968.0,,230375
230375,2018/09/11 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17807.0,24046.0,,230376
230376,2018/09/11 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23543.0,30324.0,,230377
230377,2018/09/11 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15070.0,20178.0,,230378
230378,2018/09/11 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21205.0,28872.0,,230379
230379,2018/09/11 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12482.0,17432.0,,230380
230380,2018/09/11 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16550.0,20472.0,,230381
230381,2018/09/11 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9415.0,11640.0,,230382
230506,2018/09/10 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,95065.0,101473.0,,230507
230513,2018/09/10 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,78032.0,81775.0,,230514
230520,2018/09/10 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,60631.0,64958.0,,230521
230521,2018/09/10 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,43499.0,47628.0,,230522
230522,2018/09/10 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,30558.0,38397.0,,230523
230523,2018/09/10 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18468.0,23749.0,,230524
230524,2018/09/10 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22568.0,28622.0,,230525
230525,2018/09/10 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,14884.0,18723.0,,230526
230526,2018/09/10 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21383.0,28485.0,,230527
230527,2018/09/10 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13282.0,17464.0,,230528
230528,2018/09/10 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17348.0,21644.0,,230529
230529,2018/09/10 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9087.0,11668.0,,230530
230558,2018/09/10 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,34690.0,36513.0,,230559
230559,2018/09/10 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,19865.0,20653.0,,230560
230811,2018/09/08 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,89279.0,93702.0,,230812
230812,2018/09/08 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,19950.0,28150.0,,230813
230813,2018/09/08 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,34979.0,44876.0,,230814
230814,2018/09/08 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29517.0,36738.0,,230815
230815,2018/09/08 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,30648.0,40071.0,,230816
230816,2018/09/08 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21959.0,28443.0,,230817
230844,2018/09/08 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,46967.0,48588.0,,230845
230963,2018/09/09 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,29737.0,30999.0,,230964
231163,2018/09/09 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,58583.0,62944.0,,231164
231165,2018/09/09 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,15869.0,19734.0,,231166
231167,2018/09/09 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,25177.0,32004.0,,231168
231169,2018/09/09 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21456.0,26770.0,,231170
231171,2018/09/09 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22687.0,30012.0,,231172
231173,2018/09/09 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17457.0,22498.0,,231174
231302,2018/09/06 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,91614.0,100044.0,,231303
231303,2018/09/06 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,68034.0,73022.0,,231304
231304,2018/09/06 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,57430.0,63021.0,,231305
231305,2018/09/06 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,40745.0,47390.0,,231306
231306,2018/09/06 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,28719.0,38032.0,,231307
